Chromosome,Start,End,Number of healthy samples with peak (out of 26 total),Overlaps validated VISTA heart enhancer
chr1,51582005,51587485,19,.
chr1,51610485,51614354,10,.
chr1,51621835,51625104,2,.
chr1,51628663,51672048,23,.
chr1,51679002,51681953,3,.
chr1,51685928,51692040,12,.
chr1,51731904,51738278,2,.
chr1,51768935,51770037,2,.
chr1,52304833,52307608,2,.
chr1,52368274,52369055,2,.
chr1,52423050,52425661,5,.
chr1,52635847,52638479,5,.
chr1,52658350,52659399,3,.
chr1,52672646,52678477,17,.
chr1,52699823,52704671,10,.
chr1,52705976,52711134,9,.
chr1,52731318,52753613,17,.
chr1,53020201,53029359,25,.
chr1,53044714,53052894,15,.
chr1,53056778,53059972,2,.
chr1,53072489,53076270,7,.
chr1,53093041,53095286,5,.
chr1,53118463,53127947,23,.
chr1,53138223,53141569,8,.
chr1,53145161,53147248,6,.
chr1,53175267,53178016,6,.
chr1,53589360,53593180,4,.
chr1,53671913,53673746,2,.
chr1,53764326,53769031,9,.
chr1,53956169,53957907,3,.
chr1,53981570,53982992,4,.
chr1,54216429,54223803,18,.
chr1,54245055,54248267,2,.
chr1,54265713,54307530,26,.
chr1,54308872,54315842,19,.
chr1,54339975,54342968,2,.
chr1,54357942,54363940,3,.
chr1,54368591,54399967,22,.
chr1,54485797,54491755,26,.
chr1,54553175,54561226,10,.
chr1,54563031,54594878,7,.
chr1,54644361,54649450,23,.
chr1,54776202,54778396,3,.
chr1,54918724,54924223,23,.
chr1,54924975,54930828,24,.
chr1,54949386,54952449,14,.
chr1,54972686,54974593,8,.
chr1,55052590,55054481,4,.
chr1,55063535,55069462,8,.
chr1,55190412,55199148,20,.
chr1,55203559,55208027,3,.
chr1,55228831,55232772,21,.
chr1,55244109,55245238,2,.
chr1,55248234,55255354,23,.
chr1,55275318,55277759,4,.
chr1,55316439,55319784,4,.
chr1,55350436,55359807,9,.
chr1,55360924,55365296,16,.
chr1,55427400,55431249,9,.
chr1,55441509,55445299,10,.
chr1,55584887,55592800,14,.
chr1,55620935,55624816,3,.
chr1,55631260,55633581,3,.
chr1,55634664,55637884,3,.
chr1,55639428,55642905,22,.
chr1,55667183,55672055,7,.
chr1,55694427,55697766,11,.
chr1,55717397,55721292,8,.
chr1,55810922,55814695,3,.
chr1,55927829,55933203,2,.
chr1,55937420,55940354,2,.
chr1,55973751,55976282,3,.
chr1,55986544,55988066,3,.
chr1,56031756,56035398,2,.
chr1,56071420,56082678,16,.
chr1,56131396,56134244,8,.
chr1,56179951,56181859,7,.
chr1,56187370,56192786,10,.
chr1,56193631,56199925,12,.
chr1,56283475,56289462,12,.
chr1,56289928,56294212,16,.
chr1,56301791,56307987,13,.
chr1,56320142,56322690,2,.
chr1,56349328,56361077,23,.
chr1,56371938,56381582,24,.
chr1,56395478,56400695,6,.
chr1,56403719,56405922,12,.
chr1,56408771,56413855,9,.
chr1,56416663,56419897,4,.
chr1,56422717,56429355,23,.
chr1,56430090,56455499,25,.
chr1,56455571,56458884,5,.
chr1,56469675,56481837,26,.
chr1,56489557,56503254,3,.
chr1,56519446,56568101,2,.
chr1,56649231,56661190,4,yes
chr1,56665568,56680304,10,.
chr1,56682127,56699917,9,.
chr1,56786908,56814737,12,.
chr1,56877893,56878453,2,.
chr1,57058051,57062280,5,.
chr1,57081332,57096808,13,.
chr1,57113374,57118033,12,.
chr1,57128334,57134302,6,.
chr1,57162279,57164216,3,.
chr1,57360544,57363990,3,.
chr1,57430837,57432877,14,.
chr1,57442146,57444117,7,.
chr1,57622098,57626118,4,.
chr1,58153493,58158640,4,.
chr1,58162050,58163764,2,.
chr1,58189057,58192107,13,.
chr1,58303058,58307828,7,.
chr1,58401255,58404737,10,.
chr1,58466767,58471922,6,.
chr1,58584084,58585229,2,.
chr1,58716502,58722555,12,.
chr1,58751545,58757691,25,.
chr1,58762647,58765748,2,.
chr1,58771651,58776441,24,.
chr1,58808910,58811446,2,.
chr1,58824665,58825561,2,.
chr1,58835274,58837924,6,.
chr1,58847199,58850160,13,.
chr1,58853923,58856376,4,.
chr1,58872150,58876716,16,.
chr1,58921128,58925140,17,.
chr1,58964195,58976433,25,.
chr1,58980871,58990414,23,.
chr1,59011764,59017537,23,.
chr1,59039816,59047216,19,.
chr1,59059906,59065098,26,.
chr1,59082688,59085941,20,.
chr1,59095044,59099631,13,.
chr1,59103179,59110441,23,.
chr1,59135530,59145358,14,.
chr1,59155166,59157551,3,.
chr1,59177220,59182961,7,.
chr1,59228799,59229299,2,.
chr1,59247953,59251597,7,.
chr1,59259216,59263581,14,.
chr1,59264441,59268314,7,.
chr1,59271703,59273444,6,.
chr1,59290685,59294190,9,.
chr1,59316259,59318450,3,.
chr1,59353482,59356161,7,.
chr1,59364578,59368990,16,.
chr1,59375154,59378010,8,.
chr1,59425557,59428256,7,.
chr1,59439235,59448739,22,.
chr1,59506807,59508184,2,.
chr1,59515367,59519034,13,.
chr1,59519090,59524184,16,.
chr1,59549044,59550960,6,.
chr1,59563776,59567050,4,.
chr1,59594477,59598615,10,.
chr1,59599836,59602655,12,.
chr1,59667859,59672542,13,.
chr1,59676540,59680296,4,.
chr1,59688603,59693887,12,.
chr1,59694837,59700044,5,.
chr1,59700994,59710214,23,.
chr1,59714293,59722796,19,.
chr1,59728043,59735788,26,.
chr1,59737753,59746807,26,.
chr1,59749630,59753139,9,.
chr1,59756777,59760186,21,.
chr1,59856381,59858531,19,.
chr1,60423111,60424631,3,.
chr1,60572139,60575160,19,.
chr1,60618286,60621281,2,.
chr1,60694859,60697735,7,.
chr1,60745210,60747488,4,.
chr1,60762701,60765312,8,.
chr1,60832679,60833816,2,.
chr1,60892462,60919479,25,.
chr1,60920333,60926284,5,.
chr1,60941999,60944301,6,.
chr1,60948164,60949741,2,.
chr1,60969179,60974072,8,.
chr1,60981459,60993572,24,.
chr1,61011586,61014571,10,.
chr1,61042489,61045783,16,.
chr1,61096964,61145932,26,.
chr1,61149413,61201652,26,.
chr1,61214531,61218281,5,.
chr1,61220368,61229192,7,.
chr1,61235920,61249467,23,.
chr1,61268522,61290407,6,.
chr1,61292275,61295541,3,.
chr1,61295937,61305673,23,.
chr1,61311439,61327893,21,.
chr1,61329613,61346809,26,.
chr1,61361485,61363021,2,.
chr1,61363793,61372311,9,.
chr1,61372524,61387858,18,.
chr1,61417867,61463168,26,yes
chr1,61488603,61493698,16,.
chr1,61579393,61580556,2,.
chr1,61603136,61609953,26,.
chr1,61625555,61628373,6,.
chr1,61635130,61645227,25,.
chr1,61746223,61747737,4,.
chr1,61832490,61839362,19,.
chr1,61865448,61871372,10,.
chr1,61876882,61883121,16,.
chr1,61886185,61891207,21,.
chr1,61960568,61977464,14,.
chr1,62010749,62014794,12,.
chr1,62019897,62028426,4,.
chr1,62040685,62074074,26,.
chr1,62108234,62112032,9,.
chr1,62294832,62301393,5,.
chr1,62335661,62339636,12,.
chr1,62723870,62726394,2,.
chr1,63487501,63488789,2,.
chr1,63506498,63513575,3,.
chr1,63608616,63617910,4,.
chr1,63634036,63646880,20,.
chr1,63660637,63664325,6,.
chr1,63690976,63706139,26,.
chr1,63747253,63748137,2,.
chr1,63783468,63793120,11,.
chr1,63794447,63795703,3,.
chr1,63813052,63816244,8,.
chr1,63848832,63864154,17,.
chr1,63878770,63885097,2,.
chr1,63891280,63894044,4,.
chr1,63903249,63924997,24,.
chr1,63927423,63938703,26,.
chr1,63943509,63951368,5,.
chr1,63966366,63975065,17,.
chr1,64004950,64007954,12,.
chr1,64017570,64023464,12,.
chr1,64033382,64059094,24,.
chr1,64069011,64079033,19,.
chr1,64091773,64095316,4,.
chr1,64096876,64103443,14,.
chr1,64106847,64109076,3,.
chr1,64129092,64133122,6,.
chr1,64183584,64188406,18,.
chr1,64473931,64482733,8,.
chr1,64508567,64519887,19,.
chr1,64524805,64528386,2,.
chr1,64535031,64546723,24,.
chr1,64580781,64582387,2,.
chr1,64623825,64625795,3,.
chr1,64754142,64758036,6,.
chr1,64827241,64832241,2,.
chr1,64872835,64877766,18,.
chr1,64887073,64904537,26,.
chr1,64911958,64922040,24,.
chr1,64931172,64938701,26,.
chr1,64946797,64960808,25,.
chr1,64998032,64999399,2,.
chr1,65113336,65116157,5,.
chr1,65168867,65183484,10,.
chr1,65192029,65199119,24,.
chr1,65276219,65285659,19,.
chr1,65427216,65434221,20,.
chr1,65467527,65473687,10,.
chr1,65475587,65479443,4,.
chr1,65527370,65528575,2,.
chr1,65553772,65555978,5,.
chr1,65688099,65693533,7,.
chr1,66205018,66209334,13,.
chr1,66261127,66284192,26,.
chr1,66299972,66303403,9,.
chr1,66315833,66318061,15,.
chr1,66339096,66341970,2,.
chr1,66369328,66375775,12,.
chr1,66401058,66404259,14,.
chr1,66443619,66452929,23,.
chr1,66537581,66546860,9,.
chr1,66551061,66566607,24,.
chr1,66583752,66586238,2,.
chr1,66604269,66610327,3,.
chr1,66673639,66681255,12,.
chr1,66727382,66730879,5,.
chr1,66737478,66741023,7,.
chr1,66755836,66760502,7,.
chr1,66917485,66919825,2,.
chr1,66978865,66983152,4,.
chr1,66998523,67007717,19,.
chr1,67017391,67023399,15,.
chr1,67030274,67032347,4,.
chr1,67168099,67169275,3,.
chr1,67339553,67341074,11,.
chr1,67381275,67383407,2,.
chr1,67392139,67395416,12,.
chr1,67457765,67467170,22,.
chr1,67535743,67538327,10,.
chr1,67558848,67565727,22,.
chr1,67569583,67571134,2,.
chr1,67572352,67573329,2,.
chr1,67581475,67591775,20,.
chr1,67598654,67599918,5,.
chr1,67612595,67613587,2,.
chr1,67617484,67620718,20,.
chr1,67641883,67648495,15,.
chr1,67673325,67676116,9,.
chr1,67699283,67704862,7,.
chr1,67705797,67729135,24,.
chr1,67729998,67739840,25,.
chr1,67741660,67761051,18,.
chr1,67765647,67767659,2,.
chr1,67776354,67778389,2,.
chr1,67784787,67787470,3,.
chr1,67790828,67795634,3,.
chr1,67802411,67804952,3,.
chr1,67810688,67818480,12,.
chr1,67837084,67842127,2,.
chr1,67850080,67851393,2,.
chr1,67879776,67882313,5,.
chr1,67937514,67940366,2,.
chr1,67945021,67947757,7,.
chr1,67983192,67985234,5,.
chr1,68012984,68017299,3,.
chr1,68093495,68094472,2,.
chr1,68126005,68132510,12,.
chr1,68139768,68152445,21,.
chr1,68165635,68170990,2,.
chr1,68193918,68226206,21,.
chr1,68291142,68294695,8,.
chr1,68356062,68360531,6,.
chr1,68382220,68386149,16,.
chr1,68519923,68521575,4,.
chr1,68622192,68626192,22,.
chr1,68723278,68726925,5,.
chr1,69707920,69712819,7,.
chr1,69913753,69916044,3,.
chr1,70133115,70135467,10,.
chr1,70255753,70258220,9,.
chr1,70261688,70268640,21,.
chr1,70438014,70444001,11,.
chr1,70701074,70703988,2,.
chr1,70818476,70819908,3,.
chr1,70870429,70873196,3,.
chr1,71462686,71464377,2,.
chr1,71564460,71565820,3,.
chr1,71637631,71643592,6,.
chr1,71832856,71837823,3,.
chr1,71849290,71856766,5,.
chr1,72063601,72064678,2,.
chr1,72093488,72098257,2,.
chr1,72113911,72126932,5,.
chr1,72569758,72572109,2,.
chr1,74241990,74252768,16,.
chr1,74315929,74329124,7,.
chr1,74337421,74346991,10,.
chr1,74353080,74367651,11,.
chr1,74373584,74401498,23,.
chr1,74405108,74437532,20,.
chr1,74461898,74480774,25,.
chr1,75422164,75428642,2,.
chr1,75709884,75713580,21,.
chr1,75763391,75767983,2,.
chr1,76066580,76071075,15,.
chr1,76131744,76146324,26,.
chr1,76149354,76156226,17,.
chr1,77430439,77432024,2,.
chr1,77511758,77516153,8,.
chr1,77603165,77607140,9,.
chr1,77622222,77626920,12,.
chr1,77650024,77653340,4,.
chr1,77821335,77841065,26,yes
chr1,77899343,77911453,14,.
chr1,77983410,77990740,12,.
chr1,78032663,78034685,4,.
chr1,78051329,78056658,7,.
chr1,78058140,78060031,2,.
chr1,78065909,78087370,23,.
chr1,78091845,78105946,22,.
chr1,78112436,78115399,10,.
chr1,78254759,78257173,3,.
chr1,78277183,78280804,3,yes
chr1,78333374,78336043,5,.
chr1,78644797,78647937,2,.
chr1,79009027,79013685,4,.
chr1,79018159,79021068,5,.
chr1,79023731,79026041,2,.
chr1,79039815,79043010,13,.
chr1,79191045,79195038,13,.
chr1,79295702,79296759,2,.
chr1,79980171,79987670,23,.
chr1,81221332,81227539,7,.
chr1,81309678,81317625,5,.
chr1,81375676,81376813,2,.
chr1,81405630,81417020,21,.
chr1,81428787,81439024,20,.
chr1,81443565,81448020,20,.
chr1,81474909,81480852,20,.
chr1,81489912,81500785,25,.
chr1,81546255,81549487,3,.
chr1,81689219,81691254,4,.
chr1,81832664,81837203,3,.
chr1,81875059,81880596,6,.
chr1,81917869,81923899,18,.
chr1,81934997,81939596,4,.
chr1,81973711,81974780,3,.
chr1,82225143,82226488,2,.
chr1,82298856,82301388,3,.
chr1,82461872,82467093,2,.
chr1,82474463,82476992,4,.
chr1,82490785,82493026,5,.
chr1,82703389,82706871,8,.
chr1,82918248,82921732,5,.
chr1,83022154,83026717,9,.
chr1,83506025,83514825,19,.
chr1,83553858,83555220,4,.
chr1,83639965,83643171,20,.
chr1,83689681,83694839,5,.
chr1,84101083,84105448,12,.
chr1,84251631,84254771,6,.
chr1,84365391,84366769,5,.
chr1,84373531,84378636,7,.
chr1,84489398,84495273,2,.
chr1,84581005,84585915,10,.
chr1,84598670,84605631,17,.
chr1,84617045,84621662,10,.
chr1,84693765,84699673,9,.
chr1,84757029,84760142,7,.
chr1,84794237,84800962,12,.
chr1,84845922,84850063,12,.
chr1,84869827,84873013,2,.
chr1,84883131,84891381,12,.
chr1,84943696,84946336,22,.
chr1,85137224,85138324,2,.
chr1,85141367,85146023,4,.
chr1,85148125,85155180,9,.
chr1,85181126,85185071,3,.
chr1,85220490,85231608,24,.
chr1,85278630,85280487,5,.
chr1,85296179,85299962,23,.
chr1,85309994,85318584,25,.
chr1,85319339,85321888,6,.
chr1,85326954,85334354,26,.
chr1,85336955,85344577,4,.
chr1,85347508,85350794,8,.
chr1,85405809,85407961,2,.
chr1,85436614,85441151,2,.
chr1,85445816,85455550,23,.
chr1,85524156,85527522,7,.
chr1,85544077,85546101,3,.
chr1,85551331,85558690,16,.
chr1,85566599,85571129,4,.
chr1,85610648,85614361,11,.
chr1,85627806,85630694,13,.
chr1,85691007,85694096,2,.
chr1,85696301,85699715,6,.
chr1,86386965,86390036,4,.
chr1,86427927,86431660,24,.
chr1,86485201,86492366,11,.
chr1,86497021,86507710,26,.
chr1,86710246,86720419,11,.
chr1,86772424,86776767,19,.
chr1,86786308,86796898,21,.
chr1,86933084,86936081,6,.
chr1,87027613,87029214,3,.
chr1,87057552,87058221,2,.
chr1,87071829,87074935,4,.
chr1,87147720,87156755,10,.
chr1,87223667,87227879,7,.
chr1,87275881,87282574,22,.
chr1,87333482,87340133,4,.
chr1,87400894,87404103,3,.
chr1,87431560,87438031,9,.
chr1,87448533,87451673,9,.
chr1,87682815,87686661,11,.
chr1,87825464,87827596,6,.
chr1,87831883,87834054,5,.
chr1,87954071,87958094,3,.
chr1,87966396,87969444,11,.
chr1,88324418,88329766,4,.
chr1,88461928,88464959,11,.
chr1,88470871,88475975,9,.
chr1,88729478,88732851,9,.
chr1,88983416,88987210,15,.
chr1,89067782,89071246,22,.
chr1,89077958,89082664,9,.
chr1,89127992,89131164,20,.
chr1,89254230,89257319,5,.
chr1,89273948,89277038,3,.
chr1,89284757,89290198,15,.
chr1,89308394,89313791,25,.
chr1,89321149,89323145,8,.
chr1,89358036,89359127,2,.
chr1,89406012,89411812,19,.
chr1,89418634,89420278,2,.
chr1,89515970,89520722,7,.
chr1,89536184,89559896,16,.
chr1,89601558,89621908,26,.
chr1,89647174,89662830,5,.
chr1,89665460,89675021,5,.
chr1,89684230,89704292,16,.
chr1,89705518,89714948,15,.
chr1,89715955,89729832,23,.
chr1,89736940,89741175,8,.
chr1,89753859,89755671,3,.
chr1,89853918,89856615,5,.
chr1,89863045,89868570,6,.
chr1,89870705,89880601,14,.
chr1,89897074,89914606,24,.
chr1,89961877,89966111,5,.
chr1,90242675,90245052,5,.
chr1,90272555,90276183,18,.
chr1,90972190,90975334,2,.
chr1,91091351,91093046,2,.
chr1,91537005,91538480,2,.
chr1,91563314,91593340,25,.
chr1,91599322,91607134,21,.
chr1,91622141,91623680,3,.
chr1,91649048,91654483,25,.
chr1,91682036,91709142,19,.
chr1,91729332,91739766,19,.
chr1,91740575,91765093,11,.
chr1,91768365,91771327,2,.
chr1,91776474,91808887,21,.
chr1,91813219,91858680,25,.
chr1,91863328,91865277,2,.
chr1,91888680,91895555,8,.
chr1,92458181,92462005,14,.
chr1,92745530,92746917,2,.
chr1,92751160,92759334,25,.
chr1,92801736,92808848,25,.
chr1,92932651,92936897,12,.
chr1,92938776,92946812,10,.
chr1,92950245,92953699,2,.
chr1,92969417,92973941,11,.
chr1,93147726,93148540,2,.
chr1,93413796,93416296,10,.
chr1,93547345,93562499,26,.
chr1,93571682,93581476,7,.
chr1,93594973,93602545,2,.
chr1,93619451,93639915,20,.
chr1,93658823,93677565,10,.
chr1,93701072,93704706,21,.
chr1,93707369,93712440,20,.
chr1,93713512,93719292,18,.
chr1,93719784,93725948,26,.
chr1,93739253,93743559,2,.
chr1,93750624,93752969,16,.
chr1,93778126,93781305,19,.
chr1,93796850,93799917,7,.
chr1,93802414,93806628,19,.
chr1,93810378,93813546,12,.
chr1,93815074,93821863,17,.
chr1,93976418,93981910,7,.
chr1,94034553,94052746,26,.
chr1,94066113,94074101,9,.
chr1,94089735,94103105,26,.
chr1,94112701,94119578,6,.
chr1,94140597,94144600,6,.
chr1,94160557,94161908,2,.
chr1,94179211,94187979,6,.
chr1,94212241,94222904,11,.
chr1,94253504,94261760,24,.
chr1,94276656,94282464,7,.
chr1,94284804,94289580,8,.
chr1,94293429,94312674,26,.
chr1,94315284,94321649,8,.
chr1,94332035,94336922,23,.
chr1,94357643,94360895,18,.
chr1,94421143,94427874,5,.
chr1,94550439,94554385,18,.
chr1,94650295,94662024,21,.
chr1,94701726,94703281,6,.
chr1,94726173,94730131,9,.
chr1,94734622,94737470,15,.
chr1,94742141,94747766,6,.
chr1,94752782,94759897,23,.
chr1,94781357,94784893,9,.
chr1,94791069,94807519,25,.
chr1,94845496,94849384,6,.
chr1,94849659,94857443,22,.
chr1,94872613,94875337,9,.
chr1,94883171,94884849,2,.
chr1,94946090,94949042,6,.
chr1,94951029,94966404,26,.
chr1,94969168,94976854,20,.
chr1,94977443,94985507,24,.
chr1,94988806,94997026,18,.
chr1,94999134,95000867,2,.
chr1,95001143,95005727,9,.
chr1,95012221,95016695,15,.
chr1,95020775,95025644,7,.
chr1,95039386,95045397,18,.
chr1,95082897,95089928,24,.
chr1,95129167,95135709,4,.
chr1,95177182,95210640,23,.
chr1,95222210,95224770,3,.
chr1,95226175,95228657,4,.
chr1,95339297,95341112,2,.
chr1,95888126,95892874,7,.
chr1,96408343,96409947,2,.
chr1,96413491,96417890,12,.
chr1,96523720,96527598,9,.
chr1,96535503,96541630,25,.
chr1,96557786,96561558,3,.
chr1,96683155,96685549,2,.
chr1,96863834,96868657,17,.
chr1,97013370,97016199,4,.
chr1,97137336,97139821,6,.
chr1,97460720,97463593,14,.
chr1,97506561,97510941,17,.
chr1,97620405,97626943,24,.
chr1,97630285,97631797,5,.
chr1,97795625,97799177,19,.
chr1,97847933,97850959,4,.
chr1,97899607,97909539,10,.
chr1,98132722,98134086,2,.
chr1,98322460,98328941,8,.
chr1,98387822,98389073,2,.
chr1,98667833,98671024,13,.
chr1,98688458,98695268,5,.
chr1,99180277,99182133,6,.
chr1,99547813,99550762,24,.
chr1,99578168,99582392,14,.
chr1,99589030,99592354,14,.
chr1,99633051,99641725,14,.
chr1,99703176,99708220,6,.
chr1,99722469,99731966,26,.
chr1,99783744,99785004,4,.
chr1,99807736,99809683,3,.
chr1,99816636,99819835,16,.
chr1,99843009,99844727,6,.
chr1,99855202,99856606,3,.
chr1,99913805,99920497,6,.
chr1,99986260,99988209,2,.
chr1,100074620,100083864,6,.
chr1,100161788,100171750,7,.
chr1,100184422,100193510,25,.
chr1,100208465,100213012,5,.
chr1,100213994,100221681,18,.
chr1,100276930,100282753,17,.
chr1,100289513,100294330,8,.
chr1,100322196,100324311,6,.
chr1,100356274,100365795,12,.
chr1,100384767,100389669,18,.
chr1,100394400,100405321,12,.
chr1,100437687,100445750,10,.
chr1,100522719,100525484,3,.
chr1,100527188,100534963,12,.
chr1,100581127,100586282,2,.
chr1,100620753,100623817,3,.
chr1,100642262,100645984,3,.
chr1,100834726,100837814,12,.
chr1,100846369,100848562,7,.
chr1,100982546,100983482,2,.
chr1,101000512,101007394,14,.
chr1,101105605,101113642,25,.
chr1,101127362,101129212,3,.
chr1,101147174,101168294,25,.
chr1,101172614,101188894,25,.
chr1,101189884,101191866,3,.
chr1,101200590,101207890,22,.
chr1,101216081,101220896,9,.
chr1,101258725,101268118,13,.
chr1,101287993,101288851,3,.
chr1,101297878,101303403,4,.
chr1,101442858,101446155,4,.
chr1,101911873,101913355,3,.
chr1,106055132,106056643,3,.
chr1,106879129,106880885,5,.
chr1,107781894,107783509,2,.
chr1,107831496,107838183,8,.
chr1,107839808,107846099,4,.
chr1,107850298,107853191,8,.
chr1,107933876,107943523,19,.
chr1,107949440,107956228,9,.
chr1,108156674,108159622,2,.
chr1,108176652,108184311,12,.
chr1,108556075,108558358,5,.
chr1,108583618,108587475,2,.
chr1,108589085,108603740,19,.
chr1,108608104,108613038,10,.
chr1,108643761,108648921,15,.
chr1,109077806,109083813,8,.
chr1,109133052,109135076,5,.
chr1,109149014,109152471,8,.
chr1,109166828,109168937,2,.
chr1,109196539,109198919,5,.
chr1,109237490,109242715,16,.
chr1,109251741,109256433,20,.
chr1,109297442,109302285,15,.
chr1,109340779,109343658,2,.
chr1,109351109,109355124,4,.
chr1,109401020,109403447,4,.
chr1,109437380,109442463,11,.
chr1,109472566,109473530,2,.
chr1,109529743,109538539,22,.
chr1,109563769,109575288,12,.
chr1,109636065,109637277,2,.
chr1,109754088,109756756,11,.
chr1,109760643,109762310,5,.
chr1,109765494,109769602,13,.
chr1,109789249,109797843,18,.
chr1,109801704,109804961,10,.
chr1,109817283,109827319,6,.
chr1,109849712,109853565,13,.
chr1,109864269,109866455,2,.
chr1,109871427,109885871,25,.
chr1,109889961,109893774,2,.
chr1,109898675,109900847,3,.
chr1,109917674,109935481,19,.
chr1,109946298,109948952,5,.
chr1,109953011,109961831,22,.
chr1,109975907,109981705,3,.
chr1,109989079,109992715,2,.
chr1,110048834,110054867,9,.
chr1,110056234,110058672,2,.
chr1,110082700,110087393,5,.
chr1,110128908,110130405,3,.
chr1,110185094,110191489,20,.
chr1,110234514,110242696,5,.
