"","clusters"
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",315
"GOBP_BRADYKININ_CATABOLIC_PROCESS",316
"GOBP_BRAINSTEM_DEVELOPMENT",317
"GOBP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY",318
"GOBP_BRAIN_MORPHOGENESIS",319
"GOBP_BRANCHED_CHAIN_AMINO_ACID_BIOSYNTHETIC_PROCESS",320
"GOBP_BRANCHED_CHAIN_AMINO_ACID_CATABOLIC_PROCESS",321
"GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS",321
"GOBP_BRANCHED_CHAIN_AMINO_ACID_TRANSPORT",322
"GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",323
"GOBP_BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS",324
"GOBP_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS",325
"GOBP_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS",326
"GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS",327
"GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE",328
"GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE",329
"GOBP_BRANCHIOMOTOR_NEURON_AXON_GUIDANCE",330
"GOBP_BRANCH_ELONGATION_OF_AN_EPITHELIUM",256
"GOBP_BRONCHIOLE_DEVELOPMENT",331
"GOBP_BRONCHUS_DEVELOPMENT",332
"GOBP_BROWN_FAT_CELL_DIFFERENTIATION",333
"GOBP_BRUSH_BORDER_ASSEMBLY",334
"GOBP_BUD_ELONGATION_INVOLVED_IN_LUNG_BRANCHING",335
"GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION",336
"GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_SIGNALING",336
"GOBP_B_1_B_CELL_DIFFERENTIATION",337
"GOBP_B_CELL_ACTIVATION",338
"GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",339
"GOBP_B_CELL_APOPTOTIC_PROCESS",340
"GOBP_B_CELL_CHEMOTAXIS",341
"GOBP_B_CELL_DIFFERENTIATION",338
"GOBP_B_CELL_HOMEOSTASIS",342
"GOBP_B_CELL_LINEAGE_COMMITMENT",343
"GOBP_B_CELL_MEDIATED_IMMUNITY",344
"GOBP_B_CELL_PROLIFERATION",345
"GOBP_B_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE",346
"GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY",347
"GOBP_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS",348
"GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS",348
"GOBP_C4_DICARBOXYLATE_TRANSPORT",223
"GOBP_CADMIUM_ION_TRANSMEMBRANE_TRANSPORT",349
"GOBP_CALCINEURIN_MEDIATED_SIGNALING",350
"GOBP_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY",142
"GOBP_CALCIUM_ACTIVATED_PHOSPHOLIPID_SCRAMBLING",351
"GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES",352
"GOBP_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION",353
"GOBP_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES",354
"GOBP_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE",355
"GOBP_CALCIUM_ION_HOMEOSTASIS",356
"GOBP_CALCIUM_ION_IMPORT",357
"GOBP_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE",358
"GOBP_CALCIUM_ION_IMPORT_INTO_SARCOPLASMIC_RETICULUM",359
"GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS",360
"GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER",361
"GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL",362
"GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT",363
"GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL",364
"GOBP_CALCIUM_ION_TRANSPORT",363
"GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL",365
"GOBP_CALCIUM_MEDIATED_SIGNALING",366
"GOBP_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE",367
"GOBP_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY",368
"GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS",369
"GOBP_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",370
"GOBP_CAMKK_AMPK_SIGNALING_CASCADE",368
"GOBP_CAMP_BIOSYNTHETIC_PROCESS",371
"GOBP_CAMP_CATABOLIC_PROCESS",372
"GOBP_CAMP_MEDIATED_SIGNALING",373
"GOBP_CAMP_METABOLIC_PROCESS",374
"GOBP_CANNABINOID_SIGNALING_PATHWAY",375
"GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION",376
"GOBP_CANONICAL_WNT_SIGNALING_PATHWAY",377
"GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_CARDIAC_MUSCLE_CELL_FATE_COMMITMENT",378
"GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT",378
"GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_OSTEOBLAST_DIFFERENTIATION",379
"GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_REGULATION_OF_CELL_PROLIFERATION",380
"GOBP_CAP_DEPENDENT_TRANSLATIONAL_INITIATION",381
"GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS",382
"GOBP_CARBOHYDRATE_CATABOLIC_PROCESS",383
"GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS",384
"GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS",385
"GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS",384
"GOBP_CARBOHYDRATE_DERIVATIVE_TRANSPORT",386
"GOBP_CARBOHYDRATE_HOMEOSTASIS",387
"GOBP_CARBOHYDRATE_IMPORT_ACROSS_PLASMA_MEMBRANE",388
"GOBP_CARBOHYDRATE_MEDIATED_SIGNALING",389
"GOBP_CARBOHYDRATE_METABOLIC_PROCESS",382
"GOBP_CARBOHYDRATE_PHOSPHORYLATION",390
"GOBP_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT",391
"GOBP_CARBOHYDRATE_TRANSPORT",391
"GOBP_CARBON_CATABOLITE_REGULATION_OF_TRANSCRIPTION",392
"GOBP_CARBON_DIOXIDE_TRANSPORT",393
"GOBP_CARDIAC_ATRIUM_DEVELOPMENT",237
"GOBP_CARDIAC_ATRIUM_MORPHOGENESIS",237
"GOBP_CARDIAC_CELL_DEVELOPMENT",394
"GOBP_CARDIAC_CELL_FATE_COMMITMENT",395
"GOBP_CARDIAC_CHAMBER_DEVELOPMENT",396
"GOBP_CARDIAC_CHAMBER_FORMATION",397
"GOBP_CARDIAC_CHAMBER_MORPHOGENESIS",396
"GOBP_CARDIAC_CONDUCTION",398
"GOBP_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT",399
"GOBP_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",400
"GOBP_CARDIAC_FIBROBLAST_CELL_DIFFERENTIATION",401
"GOBP_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS",402
"GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL",403
"GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION",403
"GOBP_CARDIAC_MUSCLE_CELL_CARDIAC_MUSCLE_CELL_ADHESION",404
"GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION",403
"GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION",394
"GOBP_CARDIAC_MUSCLE_CELL_FATE_COMMITMENT",395
"GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION",405
"GOBP_CARDIAC_MUSCLE_CELL_MYOBLAST_DIFFERENTIATION",406
"GOBP_CARDIAC_MUSCLE_CELL_PROLIFERATION",407
"GOBP_CARDIAC_MUSCLE_CONTRACTION",408
"GOBP_CARDIAC_MUSCLE_MYOBLAST_PROLIFERATION",409
"GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS",410
"GOBP_CARDIAC_MUSCLE_TISSUE_REGENERATION",411
"GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY",412
"GOBP_CARDIAC_NEURAL_CREST_CELL_DEVELOPMENT_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS",413
"GOBP_CARDIAC_NEURAL_CREST_CELL_DIFFERENTIATION_INVOLVED_IN_HEART_DEVELOPMENT",413
"GOBP_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS",413
"GOBP_CARDIAC_PACEMAKER_CELL_DEVELOPMENT",414
"GOBP_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION",414
"GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS",415
"GOBP_CARDIAC_SEPTUM_CELL_DIFFERENTIATION",239
"GOBP_CARDIAC_SEPTUM_DEVELOPMENT",416
"GOBP_CARDIAC_SEPTUM_MORPHOGENESIS",416
"GOBP_CARDIAC_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION",417
"GOBP_CARDIAC_VENTRICLE_DEVELOPMENT",396
"GOBP_CARDIAC_VENTRICLE_FORMATION",397
"GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS",410
"GOBP_CARDIOBLAST_DIFFERENTIATION",406
"GOBP_CARDIOBLAST_PROLIFERATION",418
"GOBP_CARDIOCYTE_DIFFERENTIATION",394
"GOBP_CARDIOLIPIN_ACYL_CHAIN_REMODELING",419
"GOBP_CARDIOLIPIN_BIOSYNTHETIC_PROCESS",420
"GOBP_CARDIOLIPIN_METABOLIC_PROCESS",421
"GOBP_CARNITINE_METABOLIC_PROCESS",127
"GOBP_CARNITINE_TRANSMEMBRANE_TRANSPORT",128
"GOBP_CARNITINE_TRANSPORT",128
"GOBP_CARTILAGE_CONDENSATION",422
"GOBP_CARTILAGE_DEVELOPMENT",423
"GOBP_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS",309
"GOBP_CARTILAGE_MORPHOGENESIS",424
"GOBP_CATECHOLAMINE_SECRETION",119
"GOBP_CATECHOLAMINE_UPTAKE",425
"GOBP_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION",425
"GOBP_CATECHOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",116
"GOBP_CATECHOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS",117
"GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS",118
"GOBP_CAVEOLA_ASSEMBLY",426
"GOBP_CAVEOLIN_MEDIATED_ENDOCYTOSIS",427
"GOBP_CD40_SIGNALING_PATHWAY",428
"GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",104
"GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION",429
"GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",104
"GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION",430
"GOBP_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION",431
"GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT",432
"GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",433
"GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",433
"GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION",434
"GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION",435
"GOBP_CDP_CHOLINE_PATHWAY",436
"GOBP_CDP_DIACYLGLYCEROL_BIOSYNTHETIC_PROCESS",437
"GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS",438
"GOBP_CELLULAR_CATABOLIC_PROCESS",439
"GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS",440
"GOBP_CELLULAR_COMPONENT_DISASSEMBLY",441
"GOBP_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS",198
"GOBP_CELLULAR_COMPONENT_MAINTENANCE",442
"GOBP_CELLULAR_COMPONENT_MORPHOGENESIS",264
"GOBP_CELLULAR_DEFENSE_RESPONSE",443
"GOBP_CELLULAR_DETOXIFICATION_OF_ALDEHYDE",444
"GOBP_CELLULAR_EXTRAVASATION",445
"GOBP_CELLULAR_GLUCURONIDATION",446
"GOBP_CELLULAR_HOMEOSTASIS",447
"GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE",448
"GOBP_CELLULAR_HYPOTONIC_RESPONSE",449
"GOBP_CELLULAR_KETONE_METABOLIC_PROCESS",450
"GOBP_CELLULAR_LIPID_BIOSYNTHETIC_PROCESS",451
"GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS",452
"GOBP_CELLULAR_LIPID_METABOLIC_PROCESS",453
"GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE",454
"GOBP_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS",455
"GOBP_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS",456
"GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS",457
"GOBP_CELLULAR_OXIDANT_DETOXIFICATION",458
"GOBP_CELLULAR_PIGMENTATION",459
"GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM",460
"GOBP_CELLULAR_RESPIRATION",86
"GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS",461
"GOBP_CELLULAR_RESPONSE_TO_ACIDIC_PH",462
"GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL",463
"GOBP_CELLULAR_RESPONSE_TO_ALCOHOL",464
"GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE",444
"GOBP_CELLULAR_RESPONSE_TO_ALDOSTERONE",465
"GOBP_CELLULAR_RESPONSE_TO_ALKALOID",466
"GOBP_CELLULAR_RESPONSE_TO_AMMONIUM_ION",467
"GOBP_CELLULAR_RESPONSE_TO_AMYLOID_BETA",468
"GOBP_CELLULAR_RESPONSE_TO_ANTIBIOTIC",469
"GOBP_CELLULAR_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE",470
"GOBP_CELLULAR_RESPONSE_TO_ATP",471
"GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS",472
"GOBP_CELLULAR_RESPONSE_TO_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_STIMULUS",473
"GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION",474
"GOBP_CELLULAR_RESPONSE_TO_CAFFEINE",475
"GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION",476
"GOBP_CELLULAR_RESPONSE_TO_CAMP",477
"GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS",387
"GOBP_CELLULAR_RESPONSE_TO_CGMP",478
"GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS",479
"GOBP_CELLULAR_RESPONSE_TO_CHOLESTEROL",480
"GOBP_CELLULAR_RESPONSE_TO_COCAINE",481
"GOBP_CELLULAR_RESPONSE_TO_COLD",482
"GOBP_CELLULAR_RESPONSE_TO_COPPER_ION",483
"GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS",484
"GOBP_CELLULAR_RESPONSE_TO_DECREASED_OXYGEN_LEVELS",485
"GOBP_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS",484
"GOBP_CELLULAR_RESPONSE_TO_DSRNA",486
"GOBP_CELLULAR_RESPONSE_TO_ELECTRICAL_STIMULUS",487
"GOBP_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS",488
"GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS",489
"GOBP_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS",490
"GOBP_CELLULAR_RESPONSE_TO_ETHANOL",491
"GOBP_CELLULAR_RESPONSE_TO_ETHER",492
"GOBP_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA",486
"GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS",493
"GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS",493
"GOBP_CELLULAR_RESPONSE_TO_FATTY_ACID",494
"GOBP_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS",495
"GOBP_CELLULAR_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE_STIMULUS",496
"GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION",497
"GOBP_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS",498
"GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS",484
"GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION",499
"GOBP_CELLULAR_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE",500
"GOBP_CELLULAR_RESPONSE_TO_GONADOTROPIN_STIMULUS",496
"GOBP_CELLULAR_RESPONSE_TO_GROWTH_HORMONE_STIMULUS",501
"GOBP_CELLULAR_RESPONSE_TO_HEAT",502
"GOBP_CELLULAR_RESPONSE_TO_HEPARIN",503
"GOBP_CELLULAR_RESPONSE_TO_HISTAMINE",504
"GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS",505
"GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE",506
"GOBP_CELLULAR_RESPONSE_TO_HYDROPEROXIDE",507
"GOBP_CELLULAR_RESPONSE_TO_HYPEROXIA",508
"GOBP_CELLULAR_RESPONSE_TO_INCREASED_OXYGEN_LEVELS",508
"GOBP_CELLULAR_RESPONSE_TO_INDOLE_3_METHANOL",509
"GOBP_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE",510
"GOBP_CELLULAR_RESPONSE_TO_INSULIN_LIKE_GROWTH_FACTOR_STIMULUS",511
"GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS",512
"GOBP_CELLULAR_RESPONSE_TO_INTERFERON_ALPHA",513
"GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA",514
"GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1",515
"GOBP_CELLULAR_RESPONSE_TO_IONIZING_RADIATION",516
"GOBP_CELLULAR_RESPONSE_TO_IRON_ION",517
"GOBP_CELLULAR_RESPONSE_TO_KETONE",518
"GOBP_CELLULAR_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS",519
"GOBP_CELLULAR_RESPONSE_TO_LEAD_ION",520
"GOBP_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS",521
"GOBP_CELLULAR_RESPONSE_TO_LEUCINE",522
"GOBP_CELLULAR_RESPONSE_TO_LEUCINE_STARVATION",523
"GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS",524
"GOBP_CELLULAR_RESPONSE_TO_LIPID",525
"GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS",526
"GOBP_CELLULAR_RESPONSE_TO_LUTEINIZING_HORMONE_STIMULUS",527
"GOBP_CELLULAR_RESPONSE_TO_L_GLUTAMATE",528
"GOBP_CELLULAR_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR_STIMULUS",529
"GOBP_CELLULAR_RESPONSE_TO_MAGNESIUM_ION",530
"GOBP_CELLULAR_RESPONSE_TO_MANGANESE_ION",531
"GOBP_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS",532
"GOBP_CELLULAR_RESPONSE_TO_MINERALOCORTICOID_STIMULUS",465
"GOBP_CELLULAR_RESPONSE_TO_MURAMYL_DIPEPTIDE",533
"GOBP_CELLULAR_RESPONSE_TO_NICOTINE",534
"GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND",535
"GOBP_CELLULAR_RESPONSE_TO_NITROGEN_STARVATION",536
"GOBP_CELLULAR_RESPONSE_TO_NITROSATIVE_STRESS",537
"GOBP_CELLULAR_RESPONSE_TO_NUTRIENT",538
"GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND",525
"GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS",539
"GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS",479
"GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS",526
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND",535
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION",540
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS",485
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL",541
"GOBP_CELLULAR_RESPONSE_TO_PARATHYROID_HORMONE_STIMULUS",542
"GOBP_CELLULAR_RESPONSE_TO_PEPTIDE",505
"GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS",505
"GOBP_CELLULAR_RESPONSE_TO_PEPTIDOGLYCAN",543
"GOBP_CELLULAR_RESPONSE_TO_PH",462
"GOBP_CELLULAR_RESPONSE_TO_POTASSIUM_ION",544
"GOBP_CELLULAR_RESPONSE_TO_PROGESTERONE_STIMULUS",545
"GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS",546
"GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS",546
"GOBP_CELLULAR_RESPONSE_TO_PURINE_CONTAINING_COMPOUND",475
"GOBP_CELLULAR_RESPONSE_TO_RADIATION",461
"GOBP_CELLULAR_RESPONSE_TO_REACTIVE_NITROGEN_SPECIES",547
"GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",479
"GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID",548
"GOBP_CELLULAR_RESPONSE_TO_SALT",549
"GOBP_CELLULAR_RESPONSE_TO_SALT_STRESS",448
"GOBP_CELLULAR_RESPONSE_TO_SODIUM_ARSENITE",550
"GOBP_CELLULAR_RESPONSE_TO_STARVATION",493
"GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS",551
"GOBP_CELLULAR_RESPONSE_TO_STEROL",480
"GOBP_CELLULAR_RESPONSE_TO_STEROL_DEPLETION",552
"GOBP_CELLULAR_RESPONSE_TO_STRESS",553
"GOBP_CELLULAR_RESPONSE_TO_TEMPERATURE_STIMULUS",554
"GOBP_CELLULAR_RESPONSE_TO_TESTOSTERONE_STIMULUS",555
"GOBP_CELLULAR_RESPONSE_TO_THYROID_HORMONE_STIMULUS",556
"GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN",557
"GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE",458
"GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON",558
"GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN",557
"GOBP_CELLULAR_RESPONSE_TO_UV",524
"GOBP_CELLULAR_RESPONSE_TO_UV_A",559
"GOBP_CELLULAR_RESPONSE_TO_UV_B",560
"GOBP_CELLULAR_RESPONSE_TO_UV_C",561
"GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS",562
"GOBP_CELLULAR_RESPONSE_TO_VIRUS",563
"GOBP_CELLULAR_RESPONSE_TO_VITAMIN",538
"GOBP_CELLULAR_RESPONSE_TO_VITAMIN_D",538
"GOBP_CELLULAR_RESPONSE_TO_WATER_STIMULUS",564
"GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS",565
"GOBP_CELLULAR_RESPONSE_TO_X_RAY",566
"GOBP_CELLULAR_RESPONSE_TO_ZINC_ION",567
"GOBP_CELLULAR_SENESCENCE",568
"GOBP_CELL_ACTIVATION",569
"GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",570
"GOBP_CELL_ADHESION",571
"GOBP_CELL_ADHESION_INVOLVED_IN_HEART_MORPHOGENESIS",572
"GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN",573
"GOBP_CELL_ADHESION_MOLECULE_PRODUCTION",574
"GOBP_CELL_AGGREGATION",422
"GOBP_CELL_CELL_ADHESION",571
"GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION",575
"GOBP_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN",76
"GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN",576
"GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES",577
"GOBP_CELL_CELL_JUNCTION_ASSEMBLY",193
"GOBP_CELL_CELL_JUNCTION_DISASSEMBLY",578
"GOBP_CELL_CELL_JUNCTION_MAINTENANCE",75
"GOBP_CELL_CELL_JUNCTION_ORGANIZATION",193
"GOBP_CELL_CELL_RECOGNITION",289
"GOBP_CELL_CELL_SIGNALING",579
"GOBP_CELL_CELL_SIGNALING_BY_WNT",377
"GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION",234
"GOBP_CELL_CHEMOTAXIS",580
"GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING",581
"GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION",581
"GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION",398
"GOBP_CELL_CYCLE",582
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",583
"GOBP_CELL_CYCLE_DNA_REPLICATION",584
"GOBP_CELL_CYCLE_DNA_REPLICATION_INITIATION",585
"GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION",586
"GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION",587
"GOBP_CELL_CYCLE_PHASE_TRANSITION",588
"GOBP_CELL_CYCLE_PROCESS",582
"GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT",589
"GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",590
"GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT",591
"GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_PHENOTYPIC_SWITCHING",592
"GOBP_CELL_DIFFERENTIATION_IN_HINDBRAIN",593
"GOBP_CELL_DIFFERENTIATION_IN_SPINAL_CORD",594
